Room Description,Actual_Room_Type,Predicted_Room_Type,Confidence,Correct
FLEXIBLE RATE|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.03810466453433037,False
2X POINTS PACKAGE|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Deluxe Room,0.04513169452548027,False
PARK AND STAY AAA|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Executive/Club Room,0.04213119298219681,False
PARK AND STAY AARP|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.04707114398479462,False
PARK AND GO|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Apartment,0.0412571094930172,False
BEST AVAILABLE RATE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,Queen Bedroom,0.048929691314697266,False
STANDARD RATE ACCESSIBLE 1BR KING TUB|ACCESSIBLE ONE BEDROOM KING SUITE WITH/ ACCESSIBLE BATHTUB,Accessible Room,Twin Room,0.04208146035671234,False
STAY PARK FLY ACCESSIBLE 1BR KING TUB|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,Accessible Room,Premier Suite,0.04111999645829201,False
FLEXIBLE RATE|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Comfort Room,0.04133828356862068,False
2X POINTS PACKAGE|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Deluxe Room,0.03812558948993683,False
PARK AND STAY AAA|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.043198112398386,False
PARK AND STAY AARP|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Deluxe Room,0.044763125479221344,False
PARK AND GO|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Cottage,0.05140070244669914,False
2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,Queen Bedroom,0.04199564456939697,False
DREAM AWAY|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT/HDTV,Accessible Room,Bungalow,0.04166680946946144,False
PRE/POST CRUISE ACCESSIBLE 1BR KING T|RATE COVERS DOUBLE OCCUPANCY. TRANSFERS TO,Accessible Room,Twin Room,0.039413463324308395,False
TRIPADVISOR PLUS|ACCESSIBLE ROOM - AC-SITTING AREA-FREE WI-FI-DESK LG ROLL-IN SHOWER - INC CONT BREAKFAST,Accessible Room,Comfort Room,0.04651898145675659,False
FLEXIBLE RATE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,Accessible Room,Deluxe Room,0.042539410293102264,False
2X POINTS PACKAGE|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,Accessible Room,Executive/Club Suite,0.0424017533659935,False
SEMI-FLEX|2QUEEN HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Guest Room,0.05206504091620445,False
PARK AND STAY AAA|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,Accessible Room,Executive/Club Suite,0.055448420345783234,False
PARK AND STAY AARP|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,Accessible Room,Cabana,0.04365873336791992,False
SEMI-FLEX|1KING HEARING ACCESSIBLE STUDIO SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Deluxe Room,0.04619617015123367,False
PARK AND GO|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,Accessible Room,Queen Bedroom,0.04566510394215584,False
FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Double Bed,0.03570261970162392,False
2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Bungalow,0.036922767758369446,False
PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Bungalow,0.03750382363796234,False
PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.04635792225599289,False
PARK AND GO|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.04345841705799103,False
TRIP ADVISOR|2QUEEN BEDS MINI FRIDGE 43 TV 318 SQ FT 5 PPL ACCESSIBLE ROOMS AVAIL UPON REQUEST COMP BOTTLED H20 BREAKFAST IN OUR RESTAURANT,Accessible Room,Cabana,0.04796066880226135,False
STANDARD RATE ACCESSIBLE KING SHR NSB|ACCESSIBLE KING ROOM WITH ACCESSIBLE SHOWER,Accessible Room,Queen Bedroom,0.045304570347070694,False
CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM KING BED-350 SQFT-LUXURY BATH AMENITIES-FREE WIFI-MAX 2 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESSIBLE,Accessible Room,Guest Room,0.04908042401075363,False
SEMI-FLEX|2QUEEN ACCESSIBLE BATHTUB STUDIO NONSMOKING FREE BRKFST/WI-FI-KITCHEN WITHMICRO/FRIDGE,Accessible Room,Executive/Club Suite,0.04872099682688713,False
CANCELLATION POLICY: DAY OF AR|SUPERIOR ACCESSIBLE ROOM 2 QUEEN BED-350 SQFT-LIVING SPACE-ROLL IN SHOWER-FREE WIFI-MAX 4 PPL CANCELLATION POLICY: DAY OF ARRIVAL AT 4 PM EXEMPT FROM FACILITY FEE REVERE CLUB ACCESSIBLE,Accessible Room,Comfort Room,0.054861754179000854,False
FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,Queen Bedroom,0.04383911192417145,False
FLEXIBLE RATE|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,Accessible Room,Classic Room,0.05327340587973595,False
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM ON HIGH FLOOR,Accessible Room,Apartment,0.03961992636322975,False
TRIPADVISOR PLUS RATE|MOBILITY ACCESSIBLE TWO QUEEN GULF VIEW ROOM FURNISHED BALCONY 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,Deluxe Room,0.04915016144514084,False
FLEXIBLE RATE|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ACCESSIBLE ROOM ON FLOORS 41 TO 55,Accessible Room,Queen Bedroom,0.047055307775735855,False
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SKYLINE CATHEDRAL VIEW TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,Accessible Room,Cabana,0.04413233697414398,False
TRIP ADVISOR PLUS RATE|ACCESSIBLE DELUXE KING-CITY VIEW-1 KING-374SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,Apartment,0.04020160436630249,False
FLEXIBLE RATE|KING BED URBAN ROOM MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,Deluxe Room,0.037928078323602676,False
TRIP ADVISOR PLUS RATE|ACCESSIBLE DELUXE 2 QUEENS-CITY VIEW-2 QUEENS-495SQFT- WIFI-ROLL IN SHOWER-LUXURY LINENS,Accessible Room,Apartment,0.04964263737201691,False
BEST AVAILABLE RATE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Executive/Club Room,0.04567455127835274,False
FLEXIBLE RATE|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Accessible Room,0.036929529160261154,True
2X POINTS PACKAGE|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Comfort Room,0.03493714705109596,False
"WYNDHAM REWARDS DOUBLE POINTS|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Queen Bedroom,0.04406650364398956,False
SEMI-FLEX|1 KING MOBILITY/HEARING ACCESSIBLE WITHTUB NONSMOK VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Apartment,0.035710517317056656,False
FLEXIBLE RATE|URBAN 1 KING MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Queen Bedroom,0.04070476070046425,False
BEST AVAILABLE RATE|1 KING HEARING ACCESSIBLE STUDIO WITHSOFABED NON SMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,Executive/Club Room,0.04640895500779152,False
2X POINTS PACKAGE|1 KING HEARING ACCESSIBLE STUDIO WITHSOFABED NON SMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,Queen Bedroom,0.04774564877152443,False
SEMI-FLEX|1 KING HEARING ACCESSIBLE STUDIO WITHSOFABED NON SMOKING VIS FIREALRM/DOOR/PHN ALRT/SOFABED,Accessible Room,Cabana,0.04487195238471031,False
WORLD RAINBOW HOTELS BAR|ACCESSIBLE TOWERS ROOM TWO QUEENS - 465 SF OR 43 SM - ACCESSIBLE ROOM ON FLOORS 41 TO 55,Accessible Room,Deluxe Room,0.0448763370513916,False
SEMI-FLEX|URBAN 2 DOUBLE HEARING ACCESSIBLE 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Deluxe Room,0.05407087877392769,False
"AAA HOT DEALS|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Apartment,0.049336377531290054,False
"BEST AVAILABLE RATE FLEXIBLE|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Executive/Club Suite,0.05020333454012871,False
PARK STAY FLY ACCESSIBLE KING SHR NSB|FREE LONGTERM PARKING FOR UP TO 14 NIGHTS,Accessible Room,Guest Room,0.03929641842842102,False
SNOOZE   CRUISE ACCESSIBLE KING SHR N|TRANSPORTATION FROM TAMPA AIRPORT TO HOTEL,Accessible Room,Queen Bedroom,0.03799308463931084,False
"PAY NOW SAVE NON-CX|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Cabana,0.04792337119579315,False
"AAA RATE|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Executive/Club Suite,0.04905243217945099,False
SEMI-FLEX|1KING MOBILTY/HEARING ACCESSIBLE RI SHWR SUITE NON SMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Comfort Room,0.04732980951666832,False
FLEXIBLE RATE|1 SOFA PARLOR MOBILITY ACCESSIBLE TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,Executive/Club Suite,0.04115765169262886,False
2X POINTS PACKAGE|1 SOFA PARLOR MOBILITY ACCESSIBLE TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,Bungalow,0.0430670864880085,False
FLEXIBLE RATE|2QN MOBILITY ACCESSIBLE WITHBATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Queen Bedroom,0.04339626431465149,False
2X POINTS|2QN MOBILITY ACCESSIBLE WITHBATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Queen Bedroom,0.04375367984175682,False
BREAKFAST INCLUDED|2QN MOBILITY ACCESSIBLE WITHBATHTUB COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Cabana,0.04390072822570801,False
FAMILY FUN PACKAGE.|1 SOFA PARLOR MOBILITY ACCESSIBLE TUB NO SMOK PARLOR-CUSTOM KING SLEEPER SOFA,Accessible Room,Queen Bedroom,0.04357703775167465,False
SEMI-FLEX|URBAN 1 KING MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/VIS FIREALRM/DOOR/PHN ALRT,Accessible Room,Queen Bedroom,0.0485382005572319,False
TRIPADVISOR PLUS RATE|ACCESSIBLE KING SUITE WITH FULL SOFA SLEEPER 500 SQ FT - ACCESSIBLE SHOWER - GROUND FLOOR,Accessible Room,Executive/Club Suite,0.05304792895913124,False
"SENIOR DISCOUNT|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Cabana,0.040842894464731216,False
"AARP RATE|1 KING BED ACCESSIBLE ROOM NON SMOKING WITH FREE WIFI, FREE CONTINENTAL BREAKFAST, ACCESSIBLE BATH",Accessible Room,Executive/Club Suite,0.05026142671704292,False
JEAN GEORGES BED AND BREAKFAST|ACCESSIBLE ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room,Cottage,0.05051163211464882,False
BEST AVAILABLE RATE|ACCESSIBLE ACCESSIBLE ROOM. KING BED. 450 SQFT. COURTYARD VIEW. COMP WIFI,Accessible Room,Executive/Club Room,0.049594130367040634,False
TRIPADVISOR PLUS RATE|2 ACCESSIBLE ROOMS KING BED FULL KITCHEN 1 QUEEN SLEEPER DINING AREA 2 BATHROOMS 15PCT OFF 20USD CREDIT DAILY WELCOME GIFT,Accessible Room,Guest Room,0.05507278814911842,False
FLEXIBLE RATE|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,Accessible Room,Queen Bedroom,0.04047343507409096,False
CWT FREE WIFI FOR IHG REWARDS|MEMBERS. 10 IHG PTS PER 1 USD SPENT DESTINATION KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room,Loft,0.058609459549188614,False
TRIPADVISOR PLUS RATE|ACCESSIBLE DELUXE KING SHOWER ONLY 1 KING BED ,Accessible Room,Comfort Room,0.04317798465490341,False
STAY PARK FLY ACCESSIBLE 2BR 2D1K SHW|INCLUDES ONE NIGHT STAY AND 7 NIGHTS,Accessible Room,Deluxe Room,0.04869171604514122,False
STANDARD RATE ACCESSIBLE KING TUB NO SB|ACCESSIBLE KING ROOM WITH ACCESSIBLE BATHTUB,Accessible Room,Cabana,0.047515012323856354,False
FLEXIBLE RATE|1 KING HEARING/MOBILITY ACCESSIBLE WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,Twin Room,0.041511040180921555,False
2X POINTS|1 KING HEARING/MOBILITY ACCESSIBLE WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,Superior Suite,0.042733144015073776,False
DREAM AWAY|KING BED URBAN ROOM MOBILITY ACCESSIBLE BATHTUB 30USD MAND CHG/CONTEMP DESIGN/55 IN TV/FRIDGE,Accessible Room,Deluxe Room,0.0479547455906868,False
FLEXIBLE RATE|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Cabana,0.04417666792869568,False
2X POINTS|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Queen Bedroom,0.04883113503456116,False
BREAKFAST INCLUDED|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Bungalow,0.04036412015557289,False
WORLD RAINBOW HOTELS BAR|ACCESSIBLE SUPERIOR TWO DOUBLE BEDS - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,Accessible Room,Cabana,0.04773224890232086,False
TRIPADVISOR PLUS|SPANISH KING ACCESSIBLE ROOM BRK FOR 2 AND PRKING NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room,Classic Room,0.04099125415086746,False
FLEXIBLE RATE|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Accessible Room,0.04921090230345726,True
TRIPADVISOR PLUS|1 KING BED NON SMOKING ACCESSIBLE ACCESSIBLE WITH ROLL-IN SHOWER,Accessible Room,Premier Room,0.04690851643681526,False
2X POINTS PACKAGE|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Comfort Room,0.05008462816476822,False
PARK AND STAY AAA|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Bungalow,0.039758749306201935,False
PARK AND STAY AARP|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Bungalow,0.03600253164768219,False
"FLEXIBLE RATE|RESORT ACCESSIBLE TWO QUEEN, 2 QUEEN BEDS MOBILITY ACCESSIBLE THROUGHOUT ROOM",Accessible Room,Double Bed,0.03963581845164299,False
PARK AND GO|1KING HEARING ACCESSIBLE SUITE NONSMOKING VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Premier Room,0.03876342251896858,False
FLEXIBLE RATE|1 KING MOBILITY/HEARING ACCESSIBLE WITH/ BATHTUB VIS DOORBELL ALRT AND VIS PHONE ALRT,Accessible Room,Deluxe Room,0.04905371740460396,False
FLEXIBLE RATE|2 DOUBLE MOBILITY ACCESSIBLE WITH/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,Classic Room,0.04392042011022568,False
2X POINTS PACKAGE|2 DOUBLE MOBILITY ACCESSIBLE WITH/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,Comfort Room,0.04423641040921211,False
TRIPADVISOR PLUS|KING ACCESSIBLE ROOM WITH ROLL IN SHOWER NO RST COMP WIFI PARKING HIST SPANISH BOUTIQUE HOTEL LOCATED ON THE BCH,Accessible Room,Deluxe Room,0.04607390612363815,False
2X POINTS|1 KING MOBILITY/HEARING ACCESSIBLE WITH/ BATHTUB VIS DOORBELL ALRT AND VIS PHONE ALRT,Accessible Room,Bungalow,0.03779856488108635,False
DINE AND UNWIND|1KNG MOB ACC RI-SHW COMP WIFI- HDTVS WITH HIDEF CHANNELS,Accessible Room,Queen Bedroom,0.04582042247056961,False
FAMILY FUN PACKAGE.|2 DOUBLE MOBILITY ACCESSIBLE WITH/ RI SHWR NO SMOK SWEET DREAMS EXPERIENCE BED,Accessible Room,Queen Bedroom,0.040459323674440384,False
"TRIPADVISOR PLUS RATE|1 QUEEN MOBILITY ACCESSIBLE ROOM, GENESEE BUILDING NON SMOKING WITH FREE WIFI, BATHTUB GRAB BARS",Accessible Room,Queen Bedroom,0.03893272578716278,False
BREAKFAST INCLUDED|1 KING HEARING/MOBILITY ACCESSIBLE WITH BATHTUB VIS FIREALRM/DOOR/PHN ALRT-FRIDGE-340SQFT,Accessible Room,Executive/Club Room,0.04480535537004471,False
FLEXIBLE RATE|ACCESSIBLE SUPERIOR KING - 360 SF OR 33 SM - ACCESSIBLE COMPLIANT ROOM,Accessible Room,Bungalow,0.043538857251405716,False
"FLEXIBLE RATE|RESORT ACCESSIBLE ROOM, 1 KING BED 510 SQ FT, MULTIPLE VIEWS, SAFETY BARS",Accessible Room,Cabana,0.045359887182712555,False
FLEXIBLE RATE|1KING MOBILTY/HEARING ACCESSIBLE TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Cottage,0.05333658307790756,False
FLEXIBLE RATE|2 DOUBLE MOBILITY ACCESSIBLE WITH/ RI SHWR 37IN FLAT SCREEN HDTV / COMP FITNESS CENTER,Accessible Room,Accessible Room,0.03914489224553108,True
2X POINTS PACKAGE|1KING MOBILTY/HEARING ACCESSIBLE TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.04500193893909454,False
FLEXIBLE RATE|1KG MOB/HEARING ACC TUB-FITNESS ROOM WITHCHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room,Executive/Club Room,0.05683981999754906,False
PARK AND STAY AAA|1KING MOBILTY/HEARING ACCESSIBLE TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Superior Suite,0.047206852585077286,False
PARK AND STAY AARP|1KING MOBILTY/HEARING ACCESSIBLE TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Queen Bedroom,0.041405968368053436,False
PARK AND GO|1KING MOBILTY/HEARING ACCESSIBLE TUB STUDIO NOSMK VISUAL FIRE ALARM/DOOR/PHONE ALERT,Accessible Room,Junior Suite,0.047705549746751785,False
JP MORGAN CHASE AND COMP|WIFI. 6 PM CXL. 10 IHG PTS PER 1USD SPENT. KING IC MOBILITY ACCESSIBLE ROLL IN SHWR MOBILITY ACCESSIBLE.  EXPECT MODERN ELEGANCE WHILE STAYING TRUE TO,Accessible Room,Comfort Room,0.054076869040727615,False
SEMI-FLEX|1KG MOB/HEARING ACC TUB-FITNESS ROOM WITHCHIN UP BAR VIS FIREALRM/DOOR/PHN ALRT-TRX SUSP TRAIN BAR,Accessible Room,Bungalow,0.03866426646709442,False
